OBJECTID,Traffic zone number,traffic zone number.1,Area,Multi traffic area,on a traffic zone,In Jerusalem,religion,Traffic zone name,metropolis,Scope,district,Authority,Total housing units until 2020,Additional units 2020-2025,Additional units 2025-2030,Additional units 2030-2035,Additional units 2035-2040,Total housing units until 2025,Total housing units until 2030,Total housing units until 2035,Total housing units until 2040,Gm_b average 2020,Gm_b average 2025,Gm_b average 2030,Gm_b average 2035,Gm_b average 2040,2020 population projections,Population projections 2025,Population projections 2030,Population projections 2035,Population projections 2040,Total students 2020,Total students 2025,Total students 2030,Total students 2035,Total students 2040,Employed in education from students 2015,Employed in education from students 2020,Employed in education from students 2025,Employed in education from 2030 students,2035 students are employed in education,Employed in education from 2040 students,Jobs in industry in 2040,Jobs in commerce and hotels in 2040,Office jobs in 2040,Jobs in public services in 2040,Jobs in education in 2040,Jobs in agriculture in 2040,Total employed 2020,A total of 2025 employees,Total employed 2030,Total employed 2035,Total employed 2040,Total Yeshiva students and include 2015,Total Yeshiva students and include 2020,Total yeshiva students including 2025,Total yeshiva students including 2030,Total yeshiva students and kollel 2035,Total yeshiva students including 2040,Higher education students 2015,Higher education students 2020,Higher education students 2025,Higher education students 2030,Higher education students 2035,Higher education students 2040,Last update date of the traffic area data,GlobalID,Shape__Area,Shape__Length
115,6,6,0,0,0,yes,Jewish,the virtues,yes,728.258518678,jerusalem,Jerusalem,208.536735197368,12.0,58.2,0.0,86.1,220.536735197368,278.736735197368,278.736735197368,364.836735197368,2.00563595159237,1.88552703660321,1.87487624231471,1.79594895342342,1.99950848180551,418.248773339538,415.82797677884,522.596882681912,500.596947858374,729.494146501368,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,414.655536016562,651.601556597454,118.473010290446,0.0,0.0,1128.9439629999,1140.65810737832,1155.16096440875,1166.92815513543,1184.73010290446,0.0,208.536735197368,0.0,0.0,0.0,0.0,,,,,,,,93205f4e-d96e-4fe9-a319-bf698507124e,27065.5783081055,728.258518682098
116,4,4,0,0,0,yes,Jewish,Independence Park,yes,1478.17357909,jerusalem,Jerusalem,88.3214407894739,58.4,0.0,0.0,0.0,146.721440789474,146.721440789474,146.721440789474,146.721440789474,2.02301277461844,2.21319523208368,2.12746905027788,2.05576917279793,2.00361939241833,178.675402989812,324.723193199712,312.145324291785,301.625414963497,293.973924049348,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,648.017947909035,833.064029122323,66.0698284943495,70.5827320927101,0.0,694.995618681555,1472.80627851255,1603.78581954844,1611.0456798023,1617.73453761842,33.0,88.3214407894739,33.0,33.0,33.0,33.0,,,,,,,,0d8306b3-38d9-4df3-9a41-d4ff4d70f5ce,97647.9664611816,1478.1735790878
117,5,5,0,0,0,yes,Jewish,Experimental BS,yes,1052.36994133,jerusalem,Jerusalem,380.358824013157,168.0,0.0,0.0,0.0,548.358824013157,548.358824013157,548.358824013157,548.358824013157,2.34275135711702,2.24041975487756,2.16547993253043,2.10798400590184,2.0407045500908,891.086151148258,1228.5539420805,1187.46002922648,1155.93163051488,1119.03834724609,1062.0,1531.07285630326,1531.07285630326,1531.07285630326,1531.07285630326,,88.5,127.589404691938,127.589404691938,127.589404691938,127.589404691938,0.0,819.917620067025,3198.52447475577,168.598679189519,261.142291146205,0.0,2585.427461444,2612.37801385458,2641.8367578028,3823.59478562627,4448.18306515852,0.0,380.358824013157,0.0,0.0,0.0,0.0,,,,,,,,cfc647fb-a955-4168-89ba-672c4f3f5081,62887.5846557617,1052.36994133371
118,603,603,6,6,0,yes,Jewish,rose garden,yes,2851.51169358,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2391.17827174868,907.597426751316,0.0,0.0,1780.82767876685,1800.47552882022,3261.65759386517,3281.05798988764,3298.7756985,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,35ec1476-ff10-47d8-b96f-32e16d8c985e,484410.729705811,2851.51169358998
119,604,604,6,6,0,yes,Jewish,Israel's museum,yes,2705.31540614,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,51.0499233017336,299.605072323201,1017.09111239856,1.88389600405279,0.0,1321.07390911264,1333.31312795786,1346.50805406807,1358.59312658023,1369.63000402755,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5ce06c10-96ff-4e63-bd24-b4b416634ffe,302902.898803711,2705.3154061401
120,601,601,6,6,0,yes,Jewish,Science Museum,yes,1711.34565115,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.652023598055,0.0,0.0,0.0,70.2381435332253,359.350721555916,360.550175948136,361.64874165316,362.652023598055,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3ba65c66-bf7a-4d6b-85e5-bc00d6fed61f,78613.4047393799,1711.34565115192
121,707,707,7,7,0,yes,Jewish,central Station,yes,1135.40312124,jerusalem,Jerusalem,32.2944896115628,67.5,0.0,0.0,0.0,99.7944896115628,99.7944896115628,99.7944896115628,99.7944896115628,4.55000595929835,3.9111281615476,4.07479998074614,4.24569680580344,4.31837929433268,146.940120185109,390.309038687052,406.642584347766,423.697145780596,430.95045762707,301.0,301.0,301.0,301.0,301.0,,25.0833333333333,25.0833333333333,25.0833333333333,25.0833333333333,25.0833333333333,0.0,1419.1410520375,1874.40718767023,312.401197945039,8.62034242387977,0.0,3474.12954377713,3514.68280859694,3551.02153141339,3584.36657210469,3614.56978007665,0.0,32.2944896115628,34.7403042801511,25.6221542861095,27.6135934320192,31.0328365808469,,,,,,,,719e5b79-416f-44e2-ac27-117b279d0ace,50102.0231018066,1135.40312124545
122,5708,5708,57,57,5,yes,U. Orthodox,C levels,yes,1848.79741002,jerusalem,Jerusalem,680.642847896449,6.0,6.0,6.0,6.0,686.642847896449,692.642847896449,698.642847896449,704.642847896449,7.10598209845075,7.31916156140427,7.5387364082464,7.76489850049379,7.9978454555086,4836.6358925907,5025.64993873685,5221.65185534843,5424.89080201185,5635.62459880526,1627.85392741682,1815.55721185996,1826.66144193693,1827.48950220493,1873.29879754328,,135.654493951402,151.296434321663,152.221786828078,152.290791850411,156.108233128606,0.0,82.5957658718867,66.0766126975093,49.557459523132,154.986378044129,0.0,304.538436694681,324.902509204442,334.098559781461,342.345994720069,353.216216136657,213.0,680.642847896449,573.659599589034,548.871830933849,597.021373005727,612.17596968619,,,,,,,,4709c43d-664e-4b54-921e-e41b84f3c840,165069.772537231,1848.79741001408
123,5601,5601,56,56,5,yes,Jewish,Mitzpe is open,yes,3564.85507719,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4150565235008,0.0,0.0,0.0,11.6810031401945,11.8660311993517,12.0655072933549,12.2482050243112,12.4150565235008,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0edb6b99-037b-4f07-8d3a-be11803822e8,752338.235214233,3564.85507717793
124,5603,5603,56,56,5,yes,U. Orthodox,Emek Arazim,yes,4985.3678639,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,c67f5c2c-82af-45e2-9269-9d0f2caa3cef,1005126.30706787,4985.36786390395
125,5605,5605,56,56,5,yes,Jewish,Origin level,yes,2799.45426261,jerusalem,Jerusalem,207.875,135.0,14.1,0.0,0.0,342.875,356.975,356.975,356.975,3.28198337473096,3.06330051831487,3.10477563880176,3.12876064171046,3.11694594867165,682.2422940222,1050.32916521721,1108.32728366126,1116.88933007459,1112.67178002706,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0115265819553,0.0,0.0,46.1569657457316,57.9410610712093,60.4803934738013,61.4694054010473,62.0115265819553,0.0,207.875,0.0,0.0,0.0,0.0,,,,,,,,a773c4c9-55cb-4ff2-a882-f4751b30afbb,316270.775276184,2799.45426261603
126,5406,5406,54,54,5,yes,Jewish,The Mount of Rest,yes,5257.8529723,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,87.7299863954619,0.0,12.5328551993517,150.39426239222,0.0,0.0,235.836736888169,239.572410372771,243.599786320908,247.28841102107,250.657103987034,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,b1b0d51c-3674-4a04-bd6c-a8a20ebcaebf,1260683.35676575,5257.85297230516
127,5408,5408,54,54,5,yes,Jewish,The wholesale market,yes,1814.48212606,jerusalem,Jerusalem,0.0,0.0,322.8,0.0,0.0,0.0,322.8,322.8,322.8,,,3.44843830576262,3.56106218722557,3.71677524810773,0.0,0.0,1113.15588510017,1149.51087403641,1199.77505008918,1202.0,1202.0,1558.25542168675,1558.25542168675,1558.25542168675,,100.166666666667,100.166666666667,129.854618473896,129.854618473896,129.854618473896,606.088756567542,257.910109177677,1013.13865889266,64.4775272944194,103.164043671071,0.0,1242.62428751966,1256.3341461236,1296.87438198674,1311.25287274082,2044.77909560337,983.0,0.0,983.0,983.0,983.0,983.0,,,,,,,,f5b6da29-fda1-4aaf-a217-25fb99b6af26,147783.624023438,1814.48212605705
128,5407,5407,54,54,5,yes,Jewish,Operational parking lot - Jerusalem Municipality,yes,1665.41787395,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,201.237835809615,22.3597595344016,667.739538641554,89.4390381376066,0.0,0.0,468.109409562399,475.524301458671,483.518189951378,490.839695299838,980.776172123177,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,57ed7b27-f590-4928-be44-02f0b81da6d1,140642.735031128,1665.41787394646
129,5409,5409,54,54,5,yes,Jewish,Raise up Romans,yes,2171.64388398,jerusalem,Jerusalem,0.0,0.0,5.7,0.0,0.0,0.0,5.7,5.7,5.7,,,3.44843830576262,3.56106218722557,3.71677524810774,0.0,0.0,19.6560983428469,20.2980544671858,21.1856189142141,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,57.0465273547101,31.1162876480237,15.5581438240119,0.0,0.0,0.0,96.9903572366289,98.5266925445705,100.772676532133,102.308921212622,103.720958826746,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,b174c548-5b8d-4585-ad05-11751f49e862,178747.690750122,2171.64388398244
130,5303,5303,53,53,5,yes,Jewish,Kiryat Moshe,yes,1994.93032594,jerusalem,Jerusalem,1612.78571428576,244.0,30.0,98.6,30.0,1856.78571428576,1886.78571428576,1985.38571428576,2015.38571428576,3.18103487576923,3.21922680371164,3.29195872663179,3.35797693359007,3.38986708440891,5130.32760428538,5977.41434017759,6211.2206974272,6666.87943285083,6831.88969524523,1254.41626439687,1469.18841265388,1699.44352074972,2005.56308705399,2256.46134509859,,104.534688699739,122.432367721156,141.62029339581,167.130257254499,188.038445424883,0.0,120.251172642341,120.251172642341,107.331254545355,349.279103594573,0.0,588.799877395733,684.683136789003,680.469781815816,691.470613237655,697.11270342461,369.0,1612.78571428576,369.0,369.0,369.0,369.0,,,,,,,,0a3449be-76e0-435f-ab74-16fb9344a7a1,236794.641693115,1994.93032594381
131,4802,4802,48,48,4,yes,Jewish,Ein Kerem - Behs Khaklai,yes,8324.84055571,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1238.0,1238.0,1238.0,1238.0,1238.0,,103.166666666667,103.166666666667,103.166666666667,103.166666666667,103.166666666667,0.0,0.0,0.0,7.74757271515397,139.456308872771,7.74757271515397,145.78978523906,148.099107536467,150.588754748784,152.868992382496,154.951454303079,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2021-07-19,17321ef5-d412-4e68-8906-074b1a39c4e6,1859057.56915283,8324.84055571405
132,4803,4803,48,48,4,yes,Jewish,Steph,yes,7079.2219399,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0a78e5ed-83a0-4034-a2c3-6866c2d90a5c,1709827.94026947,7079.22193989884
133,4709,4709,47,47,4,yes,Jewish,Sapphire stone,yes,6442.10148531,jerusalem,Headquarters Yehuda,290.0,15.0,15.0,15.0,20.0,305.0,320.0,335.0,355.0,3.3,3.2,3.3,3.4,3.3,957.0,976.0,1056.0,1139.0,1171.5,41.4919762672165,46.8868224111286,37.8147786445967,34.0898030683159,30.262077091207,,3.45766468893471,3.90723520092738,3.15123155371639,2.84081692235966,2.52183975760058,50.3645483033974,125.911370758493,176.275919061891,25.1822741516987,27.7539116352939,100.729096606795,354.571868439091,384.002111421292,421.837323574326,463.258224960609,506.217120517569,0.0,290.0,0.0,0.0,0.0,0.0,,,,,,,,f69aa1d8-07f5-4282-a23e-db304543fca8,1961932.84183502,6442.10148531176
134,4708,4708,47,47,4,yes,Jewish,Mount Solomon West,yes,8179.22119119,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0a1d0f55-39ef-429e-92cc-b0e50abac334,3031367.13249969,8179.22119120193
135,4707,4707,47,47,4,yes,Jewish,Mount Shalmon Mizrah,yes,12100.5629332,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,a8e69815-8813-4e6b-b2f0-cef4d49d596f,5391739.30928802,12100.5629331544
136,4706,4706,47,47,4,yes,Jewish,White Mountain West,yes,5305.23554963,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,df09c3ad-2ec1-4a22-91ee-80de631eaffa,1440954.52414703,5305.23554963357
137,4705,4705,47,47,4,yes,Jewish,White center ridge,yes,5920.98817508,jerusalem,Jerusalem,0.0,0.0,1500.0,1500.0,0.0,0.0,1500.0,3000.0,3000.0,,,3.5,3.5,3.5,0.0,0.0,5250.0,10500.0,10500.0,0.0,0.0,1550.0,3120.0,3120.0,,0.0,0.0,129.166666666667,260.0,260.0,0.0,41.234636043953,28.2429013999678,84.7287041999034,328.793758356176,0.0,0.0,0.0,169.0,483.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,05a2e71d-73ed-415c-9421-d750cd3468dc,1197717.91082001,5920.98817507878
138,4506,4506,45,45,4,yes,Jewish,Kiryat Yuval-Brazil St,yes,2493.25991249,jerusalem,Jerusalem,1374.5,50.0,242.5,252.4,0.0,1424.5,1667.0,1919.4,1919.4,3.1,3.3,3.5,3.7,3.7,4260.94999999999,4700.84999999999,5834.49999999999,7101.77999999999,7101.77999999999,349.574105278024,369.017862282937,485.204708005919,642.086992534106,637.344342172308,,29.1311754398354,30.7514885235781,40.4337256671599,53.5072493778422,53.112028514359,0.0,90.8844286563553,66.648580948012,188.292247517272,62.2172135416556,0.0,304.113512616662,313.626445609583,342.42735311756,403.980558722261,408.042470663295,385.0,1374.5,385.0,385.0,385.0,385.0,,,,,,,,ddbb4592-11d1-4fe2-931f-7a0076a01a1d,226899.101783752,2493.25991248253
139,4105,4105,41,41,4,yes,Jewish,In _H Shaare Tzedek,yes,1647.7642976,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,62.0,62.0,62.0,62.0,62.0,,5.16666666666667,5.16666666666667,5.16666666666667,5.16666666666667,5.16666666666667,0.0,336.268310003328,421.823086356251,4439.48920802483,0.0,0.0,4268.92586334919,4563.96202370875,4862.50953267441,5156.97336212973,5197.58060438441,54.0,0.0,54.0,54.0,54.0,54.0,,,,,,,,0662888e-9e13-48bc-a253-1d4f23feb837,110291.80632782,1647.76429760088
140,4010,4010,40,40,4,yes,U. Orthodox,Beit and Gan - North Uziel St,yes,2105.28593313,jerusalem,Jerusalem,1064.66615684435,17.45,12.85,12.85,12.85,1082.11615684435,1094.96615684435,1107.81615684435,1120.66615684435,3.80400870574365,3.91187114822006,3.94218452880154,3.95998477559041,3.96922857267853,4049.99932934652,4233.09897298217,4316.55864307306,4386.93511525669,4448.18013018041,179.658109231234,181.295266675153,182.143951678511,182.980654872362,183.805628218457,,14.9715091026028,15.1079388895961,15.1786626398759,15.2483879060302,15.3171356848714,0.0,250.655734994344,92.7623584311035,27.6313406858057,15.7893378110595,0.0,355.969573683087,365.837097332667,373.683071496159,380.634021066601,386.838771922312,36.0,1064.66615684435,340.854529440634,355.550658921984,350.915158492468,336.649420060491,,,,,,,,ff38e908-1655-4cf7-8b86-fdef9e621c8b,120159.081893921,2105.28593313346
141,3607,3607,36,36,3,yes,Arab,Yaer Gila,yes,6773.87438293,jerusalem,Jerusalem,4.0,0.0,0.0,0.0,400.0,4.0,4.0,4.0,4.0,4.51960352422908,4.51960352422908,4.51960352422908,4.51960352422908,4.51960352422908,18.0784140969163,18.0784140969163,18.0784140969163,18.0784140969163,18.0784140969163,0.0,0.0,0.0,0.0,0.0,,,,,,,3.06220563575063,8.57417574776488,17.1483514955298,0.0,11.6363813835155,0.0,38.0311730145867,38.6335899513776,39.2830470016208,39.8778768233387,40.4211142625608,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,bebbe701-a46e-4b08-9549-8c827d281823,1262827.21685028,6773.87438293691
142,3405,3405,34,34,3,yes,Jewish,Gila A - Saturn the Negev,yes,2514.10098614,jerusalem,Jerusalem,1758.5900004275,12.525,350.0,350.0,12.525,1771.1150004275,2121.1150004275,2471.1150004275,2483.6400004275,3.53290144471286,3.5046980135506,3.40504631640617,3.31150587175639,3.26292947641543,6212.92515316791,6207.22322376793,7222.49481887955,8183.11183370098,8103.94216619934,1480.00584780514,1527.2837570092,1529.77875825166,1609.82922413855,1544.38170413013,,123.333820650428,127.273646417434,127.481563187638,134.152435344879,128.698475344177,0.0,61.4954174372008,81.9938899162677,61.4954174372008,223.773692358833,0.0,381.288908610429,390.105066030041,407.869727661474,429.688155334422,428.758417149502,0.0,1758.5900004275,0.0,0.0,0.0,0.0,,,,,,,,81434758-3f78-401c-88e5-2a95bab7d902,284679.946815491,2514.10098615274
143,3404,3404,34,34,3,yes,Jewish,Gila - Shamir Street,yes,2497.51121398,jerusalem,Jerusalem,85.1805843503538,0.0,0.0,0.0,0.0,85.1805843503538,85.1805843503538,85.1805843503538,85.1805843503538,3.56479051482779,3.54066054040761,3.49906457691332,3.44110120846807,3.38143006561577,303.65093913963,301.59553381816,298.0523653411,293.115011746019,288.032188929006,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,30.338374816043,47.6745891080861,52.0086426160861,0.0,122.773390177004,124.656846246695,126.64755522804,128.420055138826,130.021606540215,0.0,85.1805843503538,0.0,0.0,0.0,0.0,,,,,,,,6bb94e23-61da-4099-9bbc-538c202a93f7,227573.176773071,2497.51121397848
144,4305,4305,43,43,4,yes,Jewish,The Biblical Zoo,yes,5759.9709743,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.753567945264,541.049880223293,0.0,0.0,540.385720453809,567.044665153971,594.223577828201,620.798656726094,646.803448168558,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,d3004abf-fcdf-4303-ae7f-67ec48380c27,519085.57170105,5759.97097430275
145,4101,4101,41,41,4,yes,Jewish,Givat Mordechai,yes,3368.3018262,jerusalem,Jerusalem,1941.01368421054,40.0,23.0,335.6,23.0,1981.01368421054,2004.01368421054,2339.61368421054,2362.61368421054,3.7834313147557,4.10512401205356,4.39427355842709,4.56096393300974,4.72939120550027,7343.69195521148,8132.30684325936,8806.18434325241,10670.8936308603,11173.7243800999,2428.50428282662,2934.34262835625,2695.23518877466,3162.21119560547,3127.57373565301,,202.375356902218,244.528552363021,224.602932397888,263.517599633789,260.631144637751,0.0,283.393213582035,241.580726915849,142.637380423878,837.810382176702,0.0,1241.2131561761,1340.32332852831,1385.37542435714,1455.75680721563,1505.42170309846,935.0,1941.01368421054,935.0,935.0,935.0,935.0,,,,,,,,90ea54ab-0319-4eb9-adac-38d6610ac851,426094.240966797,3368.30182619704
146,4102,4102,41,41,4,yes,Jewish,Valley of the Deer,yes,3543.86872898,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,c39fb49c-5b28-44da-b061-aa753256662b,322008.898849487,3543.8687289747
147,5804,5804,58,58,5,yes,Jewish,Ramot - community administration,yes,2984.18251096,jerusalem,Jerusalem,1176.08333333334,224.1,0.0,0.0,0.0,1400.18333333334,1400.18333333334,1400.18333333334,1400.18333333334,4.35765168503992,4.40004192082328,4.698376669636,4.93154651047983,5.11285296358885,5124.96151924741,6160.86536350478,6578.58870654654,6905.06923153207,7158.9315054011,1344.31734050625,1728.96988418097,1728.96988418097,1728.96988418097,1728.96988418097,,112.026445042188,144.080823681747,144.080823681747,144.080823681747,144.080823681747,0.0,117.027504225747,42.4343415357126,53.2378835890627,312.241252166623,0.0,348.764440912959,490.258527928665,498.203994292606,514.810774519466,524.940981517145,0.0,1176.08333333334,0.0,0.0,0.0,0.0,,,,,,,,60b7cad6-09c4-41ba-afda-7f3ba6082685,282525.970001221,2984.18251095668
148,5803,5803,58,58,5,yes,Jewish,Ramot Forest - West,yes,3603.82087737,jerusalem,Jerusalem,732.6,175.0,0.0,0.0,0.0,907.6,907.6,907.6,907.6,3.5,3.675,3.85875,4.0516875,4.254271875,2564.1,3335.43,3502.2015,3677.311575,3861.17715375,622.012112582137,838.308763804938,789.02436349248,704.928909159,659.941503016025,,51.8343427151781,69.8590636504115,65.75203029104,58.74407576325,54.9951252513354,0.0,28.0492823985713,51.5611808797267,162.417719771139,82.4978894075628,0.0,313.012908125418,321.130608010953,322.633152678348,322.324282328467,324.526072457,0.0,732.6,0.0,0.0,0.0,0.0,,,,,,,,11b21e78-3b8e-4841-90a2-6f8d491d2156,491699.674880981,3603.82087737617
149,5702,5702,57,57,5,yes,Jewish,Levels - institutions,yes,1866.08256164,jerusalem,Jerusalem,130.407766990291,0.0,0.0,0.0,0.0,130.407766990291,130.407766990291,130.407766990291,130.407766990291,6.46997818732891,6.46857576745905,6.51604643251371,6.59477720494572,6.61040115748989,843.735407885454,843.552521441843,849.743064869166,860.010169095445,862.047653858292,520.0,520.0,520.0,520.0,520.0,,43.3333333333333,43.3333333333333,43.3333333333333,43.3333333333333,43.3333333333333,0.0,261.356334213077,87.1187780710258,87.1187780710258,435.593890355129,0.0,819.159078849712,832.12965307488,846.304674239936,859.42532172653,871.187780710258,0.0,130.407766990291,0.0,0.0,0.0,0.0,,,,,,,,da81396c-7ec0-43a6-bf52-1161bd929913,101590.09727478,1866.08256163869
150,905,905,9,9,0,yes,U. Orthodox,Camp Schneller,yes,1571.05987697,jerusalem,Jerusalem,809.46527961834,14.4,0.0,0.0,0.0,823.86527961834,823.86527961834,823.86527961834,823.86527961834,4.07676534508798,4.24826738859707,4.49102552508833,4.49102552508833,4.3696464568427,3300.0,3500.0,3700.0,3700.0,3600.0,3992.0,3992.0,3992.0,3992.0,3992.0,,332.666666666667,332.666666666667,332.666666666667,332.666666666667,332.666666666667,0.0,111.339596309523,185.565993849204,523.534298976852,371.131987698408,0.0,787.580817899627,847.314818151653,1174.67137257953,1185.07270280319,1191.57187683399,247.0,809.46527961834,459.16224682625,477.0984869065,510.1431561225,532.395337045,,,,,,,,b014da5e-7634-4d9c-aea5-685888f4594e,121381.751419067,1571.05987696967
151,901,901,9,9,0,yes,U. Orthodox,Source Baruch North,yes,1346.25578965,jerusalem,Jerusalem,1085.96991783725,60.0,37.8,76.8,33.0,1145.96991783725,1183.76991783725,1260.56991783725,1293.56991783725,3.76556153032003,3.87894701612518,3.94853635905508,3.95452621801051,3.9418703882164,4089.28654569274,4445.15659336401,4674.15856133601,4984.95678972275,5099.08495421016,2935.53200698114,3045.21536233602,3062.60619541138,3070.44767291846,3086.88243551204,,244.627667248428,253.767946861335,255.217182950948,255.870639409872,257.240202959336,93.5729501657653,111.283271973245,222.56654394649,93.5729501657653,467.864750828826,0.0,864.999850478429,932.244056529879,952.532932382627,974.19962399021,988.860467080091,1848.0,1085.96991783725,2132.73542690558,2157.64306307855,2192.83257835875,2190.30586969741,,,,,,,,a6bc7fb6-2286-4e20-ab11-80657bd3b5d1,106746.247512817,1346.25578964406
152,706,706,7,7,0,yes,Jewish,Train Station,yes,1235.63587151,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,42.0,,,,,2.6691571667992,0.0,0.0,0.0,0.0,112.104601005566,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,229.254431767066,4329.63369708659,0.0,0.0,0.0,234.054704781199,909.054704781199,3092.0547047812,5183.0547047812,5420.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,63997618-1f2c-40ec-a0b1-d00a0e065d4e,53767.449508667,1235.63587150036
